ENTRIESn_hourly,day_hour,weekday,latitude,longitude,fog,rain,meanprecipi,meanpressurei,meantempi,meanwspdi
225,116,1,40.689945,-73.872564,0,0,0,29.918,60.58,11.3
82,120,0,40.689945,-73.872564,0,0,0,29.834,61.76,8.76
12,124,0,40.689945,-73.872564,0,0,0,29.834,61.76,8.76
0,132,0,40.689945,-73.872564,0,0,0,29.834,61.76,8.76
0,136,0,40.689945,-73.872564,0,0,0,29.834,61.76,8.76
1,140,0,40.689945,-73.872564,0,0,0,29.834,61.76,8.76
2,144,0,40.689945,-73.872564,0,0,0,29.88,62.21666667,5.766666667
0,148,0,40.689945,-73.872564,0,0,0,29.88,62.21666667,5.766666667
0,152,0,40.689945,-73.872564,0,0,0,29.88,62.21666667,5.766666667
0,156,0,40.689945,-73.872564,0,0,0,29.88,62.21666667,5.766666667
0,160,0,40.689945,-73.872564,0,0,0,29.88,62.21666667,5.766666667
0,164,0,40.689945,-73.872564,0,0,0,29.88,62.21666667,5.766666667
0,0,1,40.689945,-73.872564,0,0,0,29.94166667,60.95,12.86666667
9,4,1,40.689945,-73.872564,0,0,0,29.94166667,60.95,12.86666667
495,8,1,40.689945,-73.872564,0,0,0,29.94166667,60.95,12.86666667
443,12,1,40.689945,-73.872564,0,0,0,29.94166667,60.95,12.86666667
283,16,1,40.689945,-73.872564,0,0,0,29.94166667,60.95,12.86666667
208,20,1,40.689945,-73.872564,0,0,0,29.94166667,60.95,12.86666667
63,24,1,40.689945,-73.872564,0,0,0,29.954,61.36,9.92
25,28,1,40.689945,-73.872564,0,0,0,29.954,61.36,9.92
985,36,1,40.689945,-73.872564,0,0,0,29.954,61.36,9.92
156,40,1,40.689945,-73.872564,0,0,0,29.954,61.36,9.92
113,44,1,40.689945,-73.872564,0,0,0,29.954,61.36,9.92
43,48,1,40.689945,-73.872564,0,0,0,30.05833333,59.65,8.65
332,52,1,40.689945,-73.872564,0,0,0,30.05833333,59.65,8.65
130,56,1,40.689945,-73.872564,0,0,0,30.05833333,59.65,8.65
865,60,1,40.689945,-73.872564,0,0,0,30.05833333,59.65,8.65
276,64,1,40.689945,-73.872564,0,0,0,30.05833333,59.65,8.65
235,68,1,40.689945,-73.872564,0,0,0,30.05833333,59.65,8.65
70,72,1,40.689945,-73.872564,0,0,0,30.04666667,59.38333333,6.933333333
27,76,1,40.689945,-73.872564,0,0,0,30.04666667,59.38333333,6.933333333
231,80,1,40.689945,-73.872564,0,0,0,30.04666667,59.38333333,6.933333333
704,84,1,40.689945,-73.872564,0,0,0,30.04666667,59.38333333,6.933333333
287,88,1,40.689945,-73.872564,0,0,0,30.04666667,59.38333333,6.933333333
240,92,1,40.689945,-73.872564,0,0,0,30.04666667,59.38333333,6.933333333
68,96,1,40.689945,-73.872564,0,0,0,29.94833333,57.98333333,4.816666667
13,100,1,40.689945,-73.872564,0,0,0,29.94833333,57.98333333,4.816666667
249,104,1,40.689945,-73.872564,0,0,0,29.94833333,57.98333333,4.816666667
673,108,1,40.689945,-73.872564,0,0,0,29.94833333,57.98333333,4.816666667
212,112,1,40.689945,-73.872564,0,0,0,29.94833333,57.98333333,4.816666667
309,116,1,40.689945,-73.872564,0,0,0,29.94833333,57.98333333,4.816666667
103,120,0,40.689945,-73.872564,0,0,0,29.828,59.54,11.08
20,124,0,40.689945,-73.872564,0,0,0,29.828,59.54,11.08
308,132,0,40.689945,-73.872564,0,0,0,29.828,59.54,11.08
211,136,0,40.689945,-73.872564,0,0,0,29.828,59.54,11.08
129,140,0,40.689945,-73.872564,0,1,0,29.828,59.54,11.08
66,144,0,40.689945,-73.872564,0,0,0,29.636,61.88,9.22
27,148,0,40.689945,-73.872564,0,1,0,29.636,61.88,9.22
214,156,0,40.689945,-73.872564,0,1,0,29.636,61.88,9.22
173,160,0,40.689945,-73.872564,0,0,0,29.636,61.88,9.22
110,164,0,40.689945,-73.872564,0,0,0,29.636,61.88,9.22
57,0,1,40.689945,-73.872564,0,0,0.001666667,29.69166667,56.63333333,13.63333333
15,4,1,40.689945,-73.872564,0,0,0.001666667,29.69166667,56.63333333,13.63333333
217,8,1,40.689945,-73.872564,0,1,0.001666667,29.69166667,56.63333333,13.63333333
686,12,1,40.689945,-73.872564,0,1,0.001666667,29.69166667,56.63333333,13.63333333
248,16,1,40.689945,-73.872564,0,1,0.001666667,29.69166667,56.63333333,13.63333333
216,20,1,40.689945,-73.872564,0,1,0.001666667,29.69166667,56.63333333,13.63333333
64,24,1,40.689945,-73.872564,0,0,0.003333333,29.91166667,54.81666667,15.55
23,28,1,40.689945,-73.872564,0,1,0.003333333,29.91166667,54.81666667,15.55
249,32,1,40.689945,-73.872564,0,1,0.003333333,29.91166667,54.81666667,15.55
678,36,1,40.689945,-73.872564,0,1,0.003333333,29.91166667,54.81666667,15.55
268,40,1,40.689945,-73.872564,0,0,0.003333333,29.91166667,54.81666667,15.55
194,44,1,40.689945,-73.872564,0,0,0.003333333,29.91166667,54.81666667,15.55
77,48,1,40.689945,-73.872564,0,1,0.02,29.956,56.78,14.96
15,52,1,40.689945,-73.872564,0,1,0.02,29.956,56.78,14.96
250,60,1,40.689945,-73.872564,0,0,0.02,29.956,56.78,14.96
699,64,1,40.689945,-73.872564,0,1,0.02,29.956,56.78,14.96
167,68,1,40.689945,-73.872564,0,0,0.02,29.956,56.78,14.96
362,72,1,40.689945,-73.872564,0,0,0,29.972,63.4,9.68
15,76,1,40.689945,-73.872564,0,0,0,29.972,63.4,9.68
963,84,1,40.689945,-73.872564,0,0,0,29.972,63.4,9.68
256,88,1,40.689945,-73.872564,0,0,0,29.972,63.4,9.68
243,92,1,40.689945,-73.872564,0,0,0,29.972,63.4,9.68
69,96,1,40.689945,-73.872564,0,0,0.003333333,29.94333333,61.05,4.983333333
20,100,1,40.689945,-73.872564,0,0,0.003333333,29.94333333,61.05,4.983333333
233,104,1,40.689945,-73.872564,1,0,0.003333333,29.94333333,61.05,4.983333333
206,108,1,40.689945,-73.872564,0,1,0.003333333,29.94333333,61.05,4.983333333
778,112,1,40.689945,-73.872564,0,1,0.003333333,29.94333333,61.05,4.983333333
256,116,1,40.689945,-73.872564,0,0,0.003333333,29.94333333,61.05,4.983333333
70,120,0,40.689945,-73.872564,0,0,0,29.942,63.8,4.62
18,124,0,40.689945,-73.872564,0,0,0,29.942,63.8,4.62
385,132,0,40.689945,-73.872564,0,0,0,29.942,63.8,4.62
206,136,0,40.689945,-73.872564,0,0,0,29.942,63.8,4.62
135,140,0,40.689945,-73.872564,1,0,0,29.942,63.8,4.62
86,144,0,40.689945,-73.872564,0,0,0,30.12,55.74,7.38
25,148,0,40.689945,-73.872564,0,0,0,30.12,55.74,7.38
242,156,0,40.689945,-73.872564,0,1,0,30.12,55.74,7.38
167,160,0,40.689945,-73.872564,0,0,0,30.12,55.74,7.38
87,164,0,40.689945,-73.872564,0,0,0,30.12,55.74,7.38
45,0,1,40.689945,-73.872564,0,0,0,30.01666667,59.55,8.85
15,4,1,40.689945,-73.872564,0,0,0,30.01666667,59.55,8.85
238,8,1,40.689945,-73.872564,0,0,0,30.01666667,59.55,8.85
681,12,1,40.689945,-73.872564,0,0,0,30.01666667,59.55,8.85
246,16,1,40.689945,-73.872564,0,0,0,30.01666667,59.55,8.85
197,20,1,40.689945,-73.872564,0,0,0,30.01666667,59.55,8.85
68,24,1,40.689945,-73.872564,0,0,0,29.77333333,73.56666667,9.416666667
21,28,1,40.689945,-73.872564,0,0,0,29.77333333,73.56666667,9.416666667
487,32,1,40.689945,-73.872564,1,0,0,29.77333333,73.56666667,9.416666667
477,36,1,40.689945,-73.872564,0,0,0,29.77333333,73.56666667,9.416666667
276,40,1,40.689945,-73.872564,0,0,0,29.77333333,73.56666667,9.416666667
225,44,1,40.689945,-73.872564,0,0,0,29.77333333,73.56666667,9.416666667
96,48,1,40.689945,-73.872564,0,0,0,29.87,72,3.466666667
20,52,1,40.689945,-73.872564,0,0,0,29.87,72,3.466666667
944,60,1,40.689945,-73.872564,0,0,0,29.87,72,3.466666667
470,72,1,40.689945,-73.872564,0,0,0,29.91166667,67.46666667,9.6
16,76,1,40.689945,-73.872564,0,0,0,29.91166667,67.46666667,9.6
614,80,1,40.689945,-73.872564,1,0,0,29.91166667,67.46666667,9.6
433,84,1,40.689945,-73.872564,0,0,0,29.91166667,67.46666667,9.6
278,88,1,40.689945,-73.872564,1,0,0,29.91166667,67.46666667,9.6
226,92,1,40.689945,-73.872564,0,0,0,29.91166667,67.46666667,9.6
92,96,1,40.689945,-73.872564,0,0,0,29.928,71.82,7.62
15,100,1,40.689945,-73.872564,0,0,0,29.928,71.82,7.62
899,108,1,40.689945,-73.872564,0,0,0,29.928,71.82,7.62
261,112,1,40.689945,-73.872564,0,0,0,29.928,71.82,7.62
227,116,1,40.689945,-73.872564,0,0,0,29.928,71.82,7.62
93,120,0,40.689945,-73.872564,0,0,0,30.008,73.18,11.5
16,124,0,40.689945,-73.872564,0,0,0,30.008,73.18,11.5
347,132,0,40.689945,-73.872564,0,0,0,30.008,73.18,11.5
228,136,0,40.689945,-73.872564,0,0,0,30.008,73.18,11.5
146,140,0,40.689945,-73.872564,0,0,0,30.008,73.18,11.5
86,144,0,40.689945,-73.872564,0,0,0,30.066,73.8,9.92
48,148,0,40.689945,-73.872564,0,0,0,30.066,73.8,9.92
263,156,0,40.689945,-73.872564,0,0,0,30.066,73.8,9.92
190,160,0,40.689945,-73.872564,0,0,0,30.066,73.8,9.92
120,164,0,40.689945,-73.872564,0,0,0,30.066,73.8,9.92
89,0,1,40.689945,-73.872564,0,0,0,30.06333333,78.16666667,9.583333333
25,4,1,40.689945,-73.872564,0,0,0,30.06333333,78.16666667,9.583333333
74,8,1,40.689945,-73.872564,0,0,0,30.06333333,78.16666667,9.583333333
261,12,1,40.689945,-73.872564,0,0,0,30.06333333,78.16666667,9.583333333
257,16,1,40.689945,-73.872564,0,0,0,30.06333333,78.16666667,9.583333333
146,20,1,40.689945,-73.872564,0,0,0,30.06333333,78.16666667,9.583333333
89,24,1,40.689945,-73.872564,0,0,0,30.15833333,77.13333333,7.683333333
26,28,1,40.689945,-73.872564,0,0,0,30.15833333,77.13333333,7.683333333
241,32,1,40.689945,-73.872564,0,0,0,30.15833333,77.13333333,7.683333333
680,36,1,40.689945,-73.872564,0,0,0,30.15833333,77.13333333,7.683333333
295,40,1,40.689945,-73.872564,0,0,0,30.15833333,77.13333333,7.683333333
203,44,1,40.689945,-73.872564,0,0,0,30.15833333,77.13333333,7.683333333
0,144,0,40.69132,-73.867135,0,0,0,30.28333333,55.35,9.233333333
0,148,0,40.69132,-73.867135,0,0,0,30.28333333,55.35,9.233333333
0,152,0,40.69132,-73.867135,0,0,0,30.28333333,55.35,9.233333333
0,156,0,40.69132,-73.867135,0,0,0,30.28333333,55.35,9.233333333
0,160,0,40.69132,-73.867135,0,0,0,30.28333333,55.35,9.233333333
0,164,0,40.69132,-73.867135,0,0,0,30.28333333,55.35,9.233333333
54,0,1,40.69132,-73.867135,0,0,0,30.25333333,53.46666667,8.266666667
35,4,1,40.69132,-73.867135,0,0,0,30.25333333,53.46666667,8.266666667
960,8,1,40.69132,-73.867135,0,0,0,30.25333333,53.46666667,8.266666667
1319,12,1,40.69132,-73.867135,0,0,0,30.25333333,53.46666667,8.266666667
1004,16,1,40.69132,-73.867135,0,0,0,30.25333333,53.46666667,8.266666667
505,20,1,40.69132,-73.867135,0,0,0,30.25333333,53.46666667,8.266666667
129,24,1,40.69132,-73.867135,0,0,0,30.075,59.16666667,10.56666667
37,28,1,40.69132,-73.867135,0,0,0,30.075,59.16666667,10.56666667
353,32,1,40.69132,-73.867135,0,0,0,30.075,59.16666667,10.56666667
2039,36,1,40.69132,-73.867135,0,0,0,30.075,59.16666667,10.56666667
964,40,1,40.69132,-73.867135,0,0,0,30.075,59.16666667,10.56666667
566,44,1,40.69132,-73.867135,0,0,0,30.075,59.16666667,10.56666667
162,48,1,40.69132,-73.867135,0,0,0.0025,29.97,54.225,12.95
34,52,1,40.69132,-73.867135,0,0,0.0025,29.97,54.225,12.95
1916,60,1,40.69132,-73.867135,0,1,0.0025,29.97,54.225,12.95
1280,68,1,40.69132,-73.867135,0,0,0.0025,29.97,54.225,12.95
824,72,1,40.69132,-73.867135,0,0,0,29.96,56.83333333,17.08333333
37,76,1,40.69132,-73.867135,0,0,0,29.96,56.83333333,17.08333333
1122,80,1,40.69132,-73.867135,0,0,0,29.96,56.83333333,17.08333333
1236,84,1,40.69132,-73.867135,0,0,0,29.96,56.83333333,17.08333333
999,88,1,40.69132,-73.867135,0,0,0,29.96,56.83333333,17.08333333
584,92,1,40.69132,-73.867135,0,0,0,29.96,56.83333333,17.08333333
170,96,1,40.69132,-73.867135,0,0,0,29.95166667,56.98333333,13.63333333
46,100,1,40.69132,-73.867135,0,0,0,29.95166667,56.98333333,13.63333333
604,104,1,40.69132,-73.867135,0,0,0,29.95166667,56.98333333,13.63333333
1676,108,1,40.69132,-73.867135,0,0,0,29.95166667,56.98333333,13.63333333
954,112,1,40.69132,-73.867135,0,0,0,29.95166667,56.98333333,13.63333333
483,116,1,40.69132,-73.867135,0,0,0,29.95166667,56.98333333,13.63333333
183,120,0,40.69132,-73.867135,0,0,0,29.85,59.06,10.84
45,124,0,40.69132,-73.867135,0,0,0,29.85,59.06,10.84
1,132,0,40.69132,-73.867135,0,0,0,29.85,59.06,10.84
0,136,0,40.69132,-73.867135,0,0,0,29.85,59.06,10.84
0,140,0,40.69132,-73.867135,0,0,0,29.85,59.06,10.84
0,144,0,40.69132,-73.867135,0,0,0,29.882,62,8.98
0,148,0,40.69132,-73.867135,0,0,0,29.882,62,8.98
0,156,0,40.69132,-73.867135,0,0,0,29.882,62,8.98
0,160,0,40.69132,-73.867135,0,0,0,29.882,62,8.98
0,164,0,40.69132,-73.867135,0,0,0,29.882,62,8.98
2,0,1,40.69132,-73.867135,0,0,0,29.94833333,62.68333333,10.18333333
14,4,1,40.69132,-73.867135,0,0,0,29.94833333,62.68333333,10.18333333
321,8,1,40.69132,-73.867135,0,0,0,29.94833333,62.68333333,10.18333333
1951,12,1,40.69132,-73.867135,0,0,0,29.94833333,62.68333333,10.18333333
923,16,1,40.69132,-73.867135,0,0,0,29.94833333,62.68333333,10.18333333
574,20,1,40.69132,-73.867135,0,0,0,29.94833333,62.68333333,10.18333333
163,24,1,40.69132,-73.867135,0,0,0,29.97333333,60.51666667,12.86666667
37,28,1,40.69132,-73.867135,0,0,0,29.97333333,60.51666667,12.86666667
1030,32,1,40.69132,-73.867135,0,0,0,29.97333333,60.51666667,12.86666667
1303,36,1,40.69132,-73.867135,0,0,0,29.97333333,60.51666667,12.86666667
961,40,1,40.69132,-73.867135,0,0,0,29.97333333,60.51666667,12.86666667
549,44,1,40.69132,-73.867135,0,0,0,29.97333333,60.51666667,12.86666667
150,48,1,40.69132,-73.867135,0,0,0,30.068,58.84,9.22
40,52,1,40.69132,-73.867135,0,0,0,30.068,58.84,9.22
2297,60,1,40.69132,-73.867135,0,0,0,30.068,58.84,9.22
899,64,1,40.69132,-73.867135,0,0,0,30.068,58.84,9.22
476,68,1,40.69132,-73.867135,0,0,0,30.068,58.84,9.22
135,72,1,40.69132,-73.867135,0,0,0,30.062,58.18,8.3
259,76,1,40.69132,-73.867135,0,0,0,30.062,58.18,8.3
2318,84,1,40.69132,-73.867135,0,0,0,30.062,58.18,8.3
950,88,1,40.69132,-73.867135,0,0,0,30.062,58.18,8.3
91,92,1,40.69132,-73.867135,0,0,0,30.062,58.18,8.3
680,96,1,40.69132,-73.867135,0,0,0,29.965,56.85,5.383333333
41,100,1,40.69132,-73.867135,0,0,0,29.965,56.85,5.383333333
442,104,1,40.69132,-73.867135,0,0,0,29.965,56.85,5.383333333
1825,108,1,40.69132,-73.867135,0,0,0,29.965,56.85,5.383333333
1014,112,1,40.69132,-73.867135,0,0,0,29.965,56.85,5.383333333
480,116,1,40.69132,-73.867135,0,0,0,29.965,56.85,5.383333333
214,120,0,40.69132,-73.867135,0,0,0,29.846,59.18,8.3
44,124,0,40.69132,-73.867135,0,0,0,29.846,59.18,8.3
1011,132,0,40.69132,-73.867135,0,0,0,29.846,59.18,8.3
658,136,0,40.69132,-73.867135,0,0,0,29.846,59.18,8.3
416,140,0,40.69132,-73.867135,0,0,0,29.846,59.18,8.3
196,144,0,40.69132,-73.867135,0,0,0,29.654,61.52,10.38
46,148,0,40.69132,-73.867135,0,1,0,29.654,61.52,10.38
636,156,0,40.69132,-73.867135,0,1,0,29.654,61.52,10.38
384,160,0,40.69132,-73.867135,0,0,0,29.654,61.52,10.38
265,164,0,40.69132,-73.867135,0,0,0,29.654,61.52,10.38
144,0,1,40.69132,-73.867135,0,0,0.001666667,29.705,60.7,10.56666667
40,4,1,40.69132,-73.867135,0,0,0.001666667,29.705,60.7,10.56666667
272,8,1,40.69132,-73.867135,0,0,0.001666667,29.705,60.7,10.56666667
1952,12,1,40.69132,-73.867135,0,1,0.001666667,29.705,60.7,10.56666667
180,16,1,40.69132,-73.867135,0,1,0.001666667,29.705,60.7,10.56666667
451,20,1,40.69132,-73.867135,0,1,0.001666667,29.705,60.7,10.56666667
55,24,1,40.69132,-73.867135,0,1,0.013333333,29.91,58.83333333,12.86666667
975,28,1,40.69132,-73.867135,0,1,0.013333333,29.91,58.83333333,12.86666667
169,32,1,40.69132,-73.867135,0,1,0.013333333,29.91,58.83333333,12.86666667
2022,36,1,40.69132,-73.867135,0,1,0.013333333,29.91,58.83333333,12.86666667
895,40,1,40.69132,-73.867135,0,1,0.013333333,29.91,58.83333333,12.86666667
498,44,1,40.69132,-73.867135,0,0,0.013333333,29.91,58.83333333,12.86666667
144,48,1,40.69132,-73.867135,0,0,0.053333333,29.96166667,63.46666667,15.35
37,52,1,40.69132,-73.867135,0,0,0.053333333,29.96166667,63.46666667,15.35
470,56,1,40.69132,-73.867135,0,0,0.053333333,29.96166667,63.46666667,15.35
1840,60,1,40.69132,-73.867135,0,0,0.053333333,29.96166667,63.46666667,15.35
964,64,1,40.69132,-73.867135,0,1,0.053333333,29.96166667,63.46666667,15.35
551,68,1,40.69132,-73.867135,0,1,0.053333333,29.96166667,63.46666667,15.35
155,72,1,40.69132,-73.867135,0,0,0,29.99,64.03333333,7.3
49,76,1,40.69132,-73.867135,0,0,0,29.99,64.03333333,7.3
827,80,1,40.69132,-73.867135,0,0,0,29.99,64.03333333,7.3
1498,84,1,40.69132,-73.867135,0,0,0,29.99,64.03333333,7.3
974,88,1,40.69132,-73.867135,0,0,0,29.99,64.03333333,7.3
592,92,1,40.69132,-73.867135,0,0,0,29.99,64.03333333,7.3
198,96,1,40.69132,-73.867135,0,0,0.004,29.954,60.52,6.7
53,100,1,40.69132,-73.867135,0,0,0.004,29.954,60.52,6.7
1978,108,1,40.69132,-73.867135,0,0,0.004,29.954,60.52,6.7
889,112,1,40.69132,-73.867135,0,1,0.004,29.954,60.52,6.7
422,116,1,40.69132,-73.867135,0,0,0.004,29.954,60.52,6.7
681,120,0,40.69132,-73.867135,0,0,0,29.955,61.08333333,4.816666667
40,124,0,40.69132,-73.867135,0,0,0,29.955,61.08333333,4.816666667
141,128,0,40.69132,-73.867135,1,0,0,29.955,61.08333333,4.816666667
886,132,0,40.69132,-73.867135,0,0,0,29.955,61.08333333,4.816666667
579,136,0,40.69132,-73.867135,0,0,0,29.955,61.08333333,4.816666667
290,140,0,40.69132,-73.867135,0,0,0,29.955,61.08333333,4.816666667
228,144,0,40.69132,-73.867135,0,0,0,30.138,55.16,9.92
48,148,0,40.69132,-73.867135,0,0,0,30.138,55.16,9.92
667,156,0,40.69132,-73.867135,0,0,0,30.138,55.16,9.92
395,160,0,40.69132,-73.867135,0,0,0,30.138,55.16,9.92
270,164,0,40.69132,-73.867135,0,0,0,30.138,55.16,9.92
131,0,1,40.69132,-73.867135,0,0,0.001666667,30.02833333,59.11666667,10.93333333
41,4,1,40.69132,-73.867135,0,1,0.001666667,30.02833333,59.11666667,10.93333333
287,8,1,40.69132,-73.867135,0,0,0.001666667,30.02833333,59.11666667,10.93333333
1898,12,1,40.69132,-73.867135,0,0,0.001666667,30.02833333,59.11666667,10.93333333
939,16,1,40.69132,-73.867135,0,0,0.001666667,30.02833333,59.11666667,10.93333333
470,20,1,40.69132,-73.867135,0,0,0.001666667,30.02833333,59.11666667,10.93333333
158,24,1,40.69132,-73.867135,0,0,0,29.79166667,70.23333333,8.85
41,28,1,40.69132,-73.867135,1,0,0,29.79166667,70.23333333,8.85
1023,32,1,40.69132,-73.867135,1,0,0,29.79166667,70.23333333,8.85
1252,36,1,40.69132,-73.867135,0,0,0,29.79166667,70.23333333,8.85
1000,40,1,40.69132,-73.867135,0,0,0,29.79166667,70.23333333,8.85
536,44,1,40.69132,-73.867135,0,0,0,29.79166667,70.23333333,8.85
154,48,1,40.69132,-73.867135,0,0,0,29.90833333,70.46666667,8.65
39,52,1,40.69132,-73.867135,0,0,0,29.90833333,70.46666667,8.65
853,56,1,40.69132,-73.867135,0,0,0,29.90833333,70.46666667,8.65
1488,60,1,40.69132,-73.867135,0,0,0,29.90833333,70.46666667,8.65
1013,64,1,40.69132,-73.867135,0,0,0,29.90833333,70.46666667,8.65
512,68,1,40.69132,-73.867135,0,0,0,29.90833333,70.46666667,8.65
182,72,1,40.69132,-73.867135,0,0,0,29.93,66.56666667,6.933333333
35,76,1,40.69132,-73.867135,0,0,0,29.93,66.56666667,6.933333333
171,80,1,40.69132,-73.867135,0,0,0,29.93,66.56666667,6.933333333
2155,84,1,40.69132,-73.867135,0,0,0,29.93,66.56666667,6.933333333
1009,88,1,40.69132,-73.867135,0,0,0,29.93,66.56666667,6.933333333
552,92,1,40.69132,-73.867135,0,0,0,29.93,66.56666667,6.933333333
169,96,1,40.69132,-73.867135,0,0,0,29.955,69.8,11.53333333
18,100,1,40.69132,-73.867135,0,0,0,29.955,69.8,11.53333333
458,104,1,40.69132,-73.867135,1,0,0,29.955,69.8,11.53333333
1747,108,1,40.69132,-73.867135,1,0,0,29.955,69.8,11.53333333
1023,112,1,40.69132,-73.867135,0,0,0,29.955,69.8,11.53333333
471,116,1,40.69132,-73.867135,0,0,0,29.955,69.8,11.53333333
225,120,0,40.69132,-73.867135,0,0,0,30.032,69.78,10.36
48,124,0,40.69132,-73.867135,0,0,0,30.032,69.78,10.36
952,132,0,40.69132,-73.867135,0,0,0,30.032,69.78,10.36
473,136,0,40.69132,-73.867135,0,0,0,30.032,69.78,10.36
340,140,0,40.69132,-73.867135,0,0,0,30.032,69.78,10.36
206,144,0,40.69132,-73.867135,0,0,0,30.09666667,69.66666667,11.13333333
88,148,0,40.69132,-73.867135,1,0,0,30.09666667,69.66666667,11.13333333
98,152,0,40.69132,-73.867135,0,0,0,30.09666667,69.66666667,11.13333333
584,156,0,40.69132,-73.867135,0,0,0,30.09666667,69.66666667,11.13333333
480,160,0,40.69132,-73.867135,0,0,0,30.09666667,69.66666667,11.13333333
250,164,0,40.69132,-73.867135,0,0,0,30.09666667,69.66666667,11.13333333
190,0,1,40.69132,-73.867135,0,0,0.001666667,30.08,73.61666667,7.5
62,4,1,40.69132,-73.867135,0,0,0.001666667,30.08,73.61666667,7.5
117,8,1,40.69132,-73.867135,0,1,0.001666667,30.08,73.61666667,7.5
676,12,1,40.69132,-73.867135,0,0,0.001666667,30.08,73.61666667,7.5
512,16,1,40.69132,-73.867135,0,0,0.001666667,30.08,73.61666667,7.5
343,20,1,40.69132,-73.867135,0,0,0.001666667,30.08,73.61666667,7.5
193,24,1,40.69132,-73.867135,0,0,0,30.16833333,75.36666667,7.1
42,28,1,40.69132,-73.867135,0,0,0,30.16833333,75.36666667,7.1
834,32,1,40.69132,-73.867135,0,0,0,30.16833333,75.36666667,7.1
1373,36,1,40.69132,-73.867135,0,0,0,30.16833333,75.36666667,7.1
973,40,1,40.69132,-73.867135,0,0,0,30.16833333,75.36666667,7.1
484,44,1,40.69132,-73.867135,0,0,0,30.16833333,75.36666667,7.1
1,144,0,40.692304,-73.860151,0,0,0,30.28,54.4,9.46
0,148,0,40.692304,-73.860151,0,0,0,30.28,54.4,9.46
0,156,0,40.692304,-73.860151,0,0,0,30.28,54.4,9.46
1,160,0,40.692304,-73.860151,0,0,0,30.28,54.4,9.46
0,164,0,40.692304,-73.860151,0,0,0,30.28,54.4,9.46
55,0,1,40.692304,-73.860151,0,0,0,30.25333333,53.46666667,8.266666667
35,4,1,40.692304,-73.860151,0,0,0,30.25333333,53.46666667,8.266666667
786,8,1,40.692304,-73.860151,0,0,0,30.25333333,53.46666667,8.266666667
1838,12,1,40.692304,-73.860151,0,0,0,30.25333333,53.46666667,8.266666667
541,16,1,40.692304,-73.860151,0,0,0,30.25333333,53.46666667,8.266666667
419,20,1,40.692304,-73.860151,0,0,0,30.25333333,53.46666667,8.266666667
194,24,1,40.692304,-73.860151,0,0,0,30.075,59.16666667,10.56666667
22,28,1,40.692304,-73.860151,0,0,0,30.075,59.16666667,10.56666667
1189,32,1,40.692304,-73.860151,0,0,0,30.075,59.16666667,10.56666667
1498,36,1,40.692304,-73.860151,0,0,0,30.075,59.16666667,10.56666667
606,40,1,40.692304,-73.860151,0,0,0,30.075,59.16666667,10.56666667
482,44,1,40.692304,-73.860151,0,0,0,30.075,59.16666667,10.56666667
